Order_ID,Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Payment_Method,Salesperson
ORD-10684,2026-03-18,CUST-1145,Headphones,Accessories,North,4,233.7,0.1,841.32,Credit Card,David
ORD-10375,2026-05-03,CUST-1139,Printer,Office Equipment,East,5,270.41,0.2,1081.64,PayPal,Daniel
ORD-10412,2026-02-24,CUST-1233,Webcam,Accessories,North,5,143.73,0.1,646.78,Debit Card,Sarah
ORD-10074,2026-06-07,CUST-1206,Printer,Office Equipment,East,5,312.71,0.1,1407.19,Debit Card,Sarah
ORD-10113,2026-04-06,CUST-1110,Keyboard,Accessories,South,4,66.86,0.2,213.95,Debit Card,Michael
ORD-10583,2026-05-08,CUST-1023,Tablet,Electronics,East,1,858.51,0.0,858.51,Debit Card,Sarah
ORD-10572,2026-02-16,CUST-1034,Headphones,Accessories,West,4,72.07,0.2,230.62,Bank Transfer,Sophia
ORD-10390,2026-05-20,CUST-1096,Monitor,Electronics,South,5,531.52,0.05,2524.72,PayPal,Sarah
ORD-10104,2026-07-17,CUST-1202,Webcam,Accessories,North,5,87.58,0.1,394.11,Bank Transfer,Daniel
ORD-10114,2026-01-21,CUST-1156,Webcam,Accessories,South,2,126.76,0.15,215.49,Debit Card,Sophia
ORD-10417,2026-08-03,CUST-1228,Headphones,Accessories,North,1,199.79,0.1,179.81,PayPal,James
ORD-10668,2026-02-21,CUST-1049,Headphones,Accessories,North,3,105.33,0.15,268.59,Bank Transfer,Michael
ORD-10457,2026-03-26,CUST-1248,Headphones,Accessories,West,2,60.07,0.2,96.11,PayPal,Emma
ORD-10409,2026-06-26,CUST-1060,Laptop,Electronics,North,3,1545.75,0.1,4173.53,Bank Transfer,Daniel
ORD-10092,2026-07-22,CUST-1078,Headphones,Accessories,West,4,137.83,0.1,496.19,Bank Transfer,Sophia
ORD-10819,2026-06-28,CUST-1120,Laptop,Electronics,West,4,1785.76,0.2,5714.43,Bank Transfer,Sarah
ORD-10089,2026-02-10,CUST-1000,Webcam,Accessories,East,5,103.07,0.15,438.05,Credit Card,Emma
ORD-10336,2026-02-05,CUST-1097,Keyboard,Accessories,North,2,110.57,0.0,221.14,Debit Card,Sophia
ORD-10859,2026-03-22,CUST-1188,Printer,Office Equipment,West,2,417.29,0.2,,Credit Card,Emma
ORD-10939,2026-07-09,CUST-1136,Monitor,Electronics,South,4,320.26,0.0,1281.04,Bank Transfer,David
ORD-10951,2026-06-24,CUST-1132,Printer,Office Equipment,South,5,323.45,0.0,1617.25,Credit Card,Daniel
ORD-10883,2026-06-16,CUST-1061,Webcam,Accessories,North,5,157.89,0.05,749.98,Bank Transfer,Sophia
ORD-10620,2026-02-20,CUST-1128,Printer,Office Equipment,South,1,346.24,0.0,346.24,Bank Transfer,Olivia
ORD-10789,2026-08-23,CUST-1019,Monitor,Electronics,East,1,527.54,0.15,448.41,Bank Transfer,Olivia
ORD-10626,2026-06-17,CUST-1238,Keyboard,Accessories,North,5,74.92,0.2,,Debit Card,Olivia
ORD-10094,2026-02-28,CUST-1246,Laptop,Electronics,North,3,1799.57,0.2,4318.97,Debit Card,Sophia
ORD-10011,2026-02-05,CUST-1130,Printer,Office Equipment, South ,1,181.82,0.0,181.82,Debit Card,David
ORD-10396,2026-01-01,CUST-1109,Monitor,Electronics,South,5,317.82,0.15,1350.73,Credit Card,James
ORD-10545,2026-05-06,CUST-1046,Headphones,Accessories,North,5,129.58,0.05,615.51,PayPal,Sophia
ORD-10043,2026-04-08,CUST-1223,Laptop,Electronics,West,2,1658.59,0.05,3151.32,Bank Transfer,Daniel
ORD-10042,2026-01-07,CUST-1045,Tablet,Electronics,East,4,769.43,0.05,2923.83,Debit Card,Sarah
ORD-10167,2026-05-23,CUST-1173,Webcam,Accessories,East,5,79.78,0.05,378.95,Credit Card,Michael
ORD-10416,2026-03-03,CUST-1095,Printer,Office Equipment,East,2,357.92,0.15,608.46,Bank Transfer,Michael
ORD-10876,2026-04-29,CUST-1169,Headphones,Accessories,North,5,121.09,0.0,605.45,Credit Card,Sophia
ORD-10426,2026-03-29,CUST-1185,mouse,Accessories,East,4,74.91,0.1,269.68,Debit Card,Michael
ORD-10899,2026-07-07,CUST-1222,Monitor,Electronics,South,3,261.72,0.1,706.64,Credit Card,Emma
ORD-10980,2026-03-20,CUST-1108,Webcam,Accessories,North,3,119.99,0.1,323.97,Debit Card,Sarah
ORD-10975,2026-06-03,CUST-1109,Mouse,Accessories,South,5,93.68,0.2,374.72,Bank Transfer,Michael
ORD-10687,2026-04-08,CUST-1111,Mouse,Accessories,South,4,73.0,0.05,277.4,PayPal,Olivia
ORD-10257,2026-06-02,CUST-1008,Printer,Office Equipment,North,1,359.22,0.05,341.26,PayPal,Sophia
ORD-10335,2026-01-19,CUST-1058,Webcam,Accessories,East,-1,52.51,0.0,52.51,Bank Transfer,Daniel
ORD-10015,2026-02-09,CUST-1095,Keyboard,Accessories,East,5,99.33,0.0,496.65,PayPal,James
ORD-10644,2026-05-20,CUST-1206, Laptop ,Electronics,South,4,1407.98,0.05,5350.32,PayPal,Sophia
ORD-10324,2026-03-24,CUST-1250,Headphones,Accessories,North,3,107.87,0.2,258.89,Debit Card,David
ORD-10774,2026-07-03,CUST-1218,Webcam,Accessories,East,3,91.75,0.0,275.25,Bank Transfer,Olivia
ORD-10222,2026-01-12,CUST-1009,Keyboard,Accessories,West,4,118.5,0.2,379.2,Debit Card,Michael
ORD-10179,2026-04-09,CUST-1020,Tablet,Electronics,East,3,434.72,0.0,1304.16,Debit Card,Michael
ORD-10660,2026-07-24,CUST-1234,Tablet,Electronics,North,2,339.73,0.1,,Bank Transfer,David
ORD-10521,2026-04-05,CUST-1223,Laptop,Electronics,West,4,1497.64,0.05,,PayPal,Olivia
ORD-10022,2026-07-20,CUST-1121,Webcam,Accessories,East,1,66.66,0.15,56.66,PayPal,David
ORD-10356,2026-01-23,CUST-1141,Printer,Office Equipment,East,2,152.79,0.1,275.02,Debit Card,Sophia
ORD-10961,2026-08-20,CUST-1146,Keyboard,Accessories,West,3,110.11,0.1,297.3,paypal,Sophia
ORD-10905,2026-04-18,CUST-1102,Headphones,Accessories,North,3,194.31,0.1,524.64,Bank Transfer,Michael
ORD-10340,2026-02-22,CUST-1132,Mouse,Accessories,South,3,79.83,0.0,239.49,PayPal,David
ORD-10431,2026-03-29,CUST-1104,Printer,Office Equipment,West,2,200.13,0.0,400.26,bank transfer,Michael
ORD-10773,2026-02-19,CUST-1125,Tablet,Electronics,East,5,661.9,0.0,3309.5,PayPal,Michael
ORD-10850,2026-02-18,CUST-1242,Headphones,Accessories,South,4,107.59,0.15,365.81,PayPal,Emma
ORD-10203,2026-05-22,CUST-1146,Tablet,Electronics,North,5,580.44,0.05,2757.09,Credit Card,Daniel
ORD-10917,2026-05-02,CUST-1008,Keyboard,Accessories,West,3,143.85,0.0,431.55,Credit Card,Sarah
ORD-10093,2026-04-23,CUST-1020,,Electronics,East,3,1689.42,0.2,4054.61,Credit Card,Sarah
ORD-10570,2026-02-11,CUST-1183,Webcam,Accessories,North,2,155.98,0.1,280.76,PayPal,Emma
ORD-10068,2026-03-05,CUST-1051,Laptop,Electronics,West,2,1421.34,0.05,2700.55,Credit Card,Emma
ORD-10754,2026-08-16,CUST-1013,Monitor,Electronics,North,4,353.18,0.2,1130.18,Bank Transfer,Olivia
ORD-10284,2026-05-26,CUST-1213,Webcam,Accessories,West,5,134.78,0.1,606.51,Debit Card,Sarah
ORD-10927,2026-03-12,CUST-1201,Mouse,Accessories,North,5,39.62,0.15,168.38,Bank Transfer,David
ORD-10434,2026-04-09,CUST-1001,Laptop,Electronics,East,3,1333.78,0.0,4001.34,Debit Card,James
ORD-10153,2026-01-02,CUST-1127,Webcam,Accessories,South,4,64.6,0.2,206.72,Bank Transfer,Sarah
ORD-10075,2026-03-13,CUST-1225,Printer,Office Equipment,West,4,235.35,0.2,753.12,Bank Transfer,James
ORD-10746,2026-01-04,CUST-1186,Webcam,Accessories,East,2,143.07,0.05,271.83,PayPal,Emma
ORD-10446,2026-07-19,CUST-1130,Monitor,Electronics,South,1,489.43,0.1,440.49,PayPal,Daniel
ORD-10188,2026-01-17,CUST-1183,Printer,Office Equipment,South,2,162.94,0.0,325.88,Credit Card,Olivia
ORD-10271,2026-02-20,CUST-1084,Mouse,Accessories,East,2,50.39,0.15,85.66,Bank Transfer,Sophia
ORD-10236,2026-05-03,CUST-1166,Mouse,Accessories,East,3,80.47,0.1,217.27,Credit Card,Sarah
ORD-10487,2026-05-18,CUST-1212,Webcam,Accessories,North,1,130.52,0.05,123.99,PayPal,Olivia
ORD-10117,2026-02-20,CUST-1098,Printer,Office Equipment,East,4,187.33,0.2,599.46,Bank Transfer,Daniel
ORD-10835,2026-03-07,CUST-1220,Laptop,Electronics,East,3,1290.36,0.0,3871.08,PayPal,Sophia
ORD-10512,2026-02-28,CUST-1019,Headphones,Accessories,East,2,92.3,0.05,175.37,Credit Card,Emma
ORD-10076,2026-05-07,CUST-1217,Tablet,Electronics,East,2,409.1,0.1,,Bank Transfer,Daniel
ORD-10685,2026-08-05,CUST-1032,,Accessories,North,5,62.48,0.0,312.4,Bank Transfer,Sarah
ORD-10126,2026-08-21,CUST-1179,Headphones,Accessories,North,1,179.85,0.05,170.86,Credit Card,Daniel
ORD-10116,2026-04-24,CUST-1241,Tablet,Electronics,East,3,892.59,0.15,2276.1,PayPal,Daniel
ORD-10473,2026-06-24,CUST-1064,Keyboard,Accessories,North,3,132.33,0.05,377.14,Bank Transfer,Sophia
ORD-10708,2026-01-26,CUST-1134,Monitor,Electronics,East,3,474.2,0.05,1351.47,Bank Transfer,Emma
ORD-10057,2026-07-13,CUST-1228,Printer,Office Equipment,West,5,364.43,0.15,1548.83,Debit Card,Sophia
ORD-10689,2026-02-06,CUST-1184,Printer,Office Equipment,South,2,380.27,0.0,760.54,PayPal,Sophia
ORD-10929,2026-01-07,CUST-1220,Tablet,Electronics,North,1,529.21,0.0,529.21,Debit Card,Daniel
ORD-10369,2026-04-06,CUST-1175,Monitor,Electronics,North,3,432.93,0.0,1298.79,Credit Card,Emma
ORD-10268,2026-04-30,CUST-1136,Tablet,Electronics,West,3,485.05,0.2,1164.12,PayPal,Sarah
ORD-10046,2026-08-13,CUST-1248,Headphones,Accessories,North,3,85.71,0.0,257.13,PayPal,Olivia
ORD-10349,2026-07-07,CUST-1226,Monitor,Electronics,West,1,508.57,0.1,457.71,Bank Transfer,Sarah
ORD-10195,2026-01-20,CUST-1171,Webcam,Accessories,South,2,90.86,0.0,181.72,PayPal,James
ORD-10319,2026-05-18,CUST-1073,Keyboard,Accessories,North,5,125.88,0.15,534.99,Credit Card,Daniel
ORD-10851,2026-06-03,CUST-1055,Headphones,Accessories,South,2,195.34,0.15,332.08,PayPal,Michael
ORD-10706,2026-03-11,CUST-1068,MONITOR,Electronics,West,5,302.14,0.15,1284.09,Debit Card,Emma
ORD-10752,2026-08-09,CUST-1160,Monitor,Electronics,North,3,353.95,0.2,849.48,Bank Transfer,David
ORD-10263,2026-05-24,CUST-1105,Webcam,Accessories,South,2,118.02,0.15,200.63,Bank Transfer,Emma
ORD-10443,2026-01-30,CUST-1200,Monitor,Electronics,East,5,399.1,0.05,1895.72,Debit Card,Olivia
ORD-10958,2026-01-17,CUST-1026,Laptop,Electronics,West,3,1359.26,0.15,3466.11,Credit Card,David
ORD-10304,2026-04-11,CUST-1118,Keyboard,Accessories,North,1,77.95,0.15,66.26,Bank Transfer,David
ORD-10341,2026-01-29,CUST-1061,Printer,Office Equipment,North,1,373.33,0.2,298.66,Bank Transfer,Olivia
ORD-10613,2026-06-07,CUST-1210,Printer,Office Equipment,South,4,368.11,0.0,1472.44,Debit Card,Olivia
ORD-10986,2026-07-17,CUST-1076,Headphones,Accessories,North,4,214.46,0.15,729.16,PayPal,Michael
ORD-10149,2026-02-10,CUST-1193,Laptop,Electronics,West,3,1473.97,0.15,3758.62,PayPal,Sophia
ORD-10124,2026-01-04,CUST-1067,Monitor,Electronics,West,3,381.91,0.2,916.58,Bank Transfer,Sarah
ORD-10802,2026-02-18,CUST-1219, Monitor ,Electronics,South,4,557.9,0.1,2008.44,Credit Card,Sophia
ORD-10869,2026-01-06,CUST-1218,Mouse,Accessories,South,4,33.04,0.1,118.94,Credit Card,Daniel
ORD-10050,2026-04-14,CUST-1178,Headphones,Accessories,West,2,160.88,0.15,273.5,Debit Card,Daniel
ORD-10353,2026-08-27,CUST-1245,Laptop,Electronics,East,4,1352.86,0.05,5140.87,Debit Card,David
ORD-10945,2026-07-10,CUST-1005,Headphones,Accessories, North ,3,186.11,0.05,530.41,Bank Transfer,Emma
ORD-10142,2026-01-24,CUST-1110,Monitor,Electronics,North,3,497.84,0.05,1418.84,Bank Transfer,Sarah
ORD-10470,2026-06-09,CUST-1182,Headphones,Accessories,East,2,187.32,0.05,355.91,Credit Card,Olivia
ORD-10399,2026-04-05,CUST-1047,Printer,Office Equipment,East,4,165.62,0.15,563.11,Debit Card,Daniel
ORD-10716,2026-06-20,CUST-1099,Headphones,Accessories,North,3,80.32,0.15,204.82,PayPal,Sophia
ORD-10320,2026-07-18,CUST-1139,Tablet,Electronics,South,1,625.23,0.15,531.45,PayPal,Sarah
ORD-10019,2026-04-23,CUST-1230,Printer,Office Equipment,East,2,192.35,0.0,384.7,Credit Card,Emma
ORD-10826,2026-05-14,CUST-1051,Tablet,Electronics,East,2,577.49,0.05,1097.23,PayPal,David
ORD-10806,2026-04-02,CUST-1121,Webcam,Accessories,South,5,178.25,0.1,802.12,PayPal,Sarah
ORD-10825,2026-06-10,CUST-1180, Keyboard ,Accessories,East,2,103.45,0.15,175.87,PayPal,James
ORD-10407,2026-07-21,CUST-1073,Tablet,Electronics,West,3,826.74,0.15,2108.19,PayPal,James
ORD-10537,2026-08-13,CUST-1137,Headphones,Accessories,West,4,,0.2,604.29,Debit Card,Olivia
ORD-10635,2026-07-08,CUST-1010,Webcam,Accessories,East,1,112.26,0.05,106.65,paypal,David
ORD-10038,2026-01-12,CUST-1000,Tablet,Electronics,West,3,762.67,0.05,2173.61,PayPal,James
ORD-10175,2026-07-19,CUST-1097,Webcam,Accessories,South,2,175.28,0.2,280.45,Bank Transfer,James
ORD-10245,2026-06-26,CUST-1030,Headphones,Accessories,South,2,123.51,0.05,234.67,PayPal,Michael
ORD-10845,2026-04-26,CUST-1122,Keyboard,Accessories,East,5,68.67,0.1,309.02,Debit Card,Sarah
ORD-10682,2026-05-07,CUST-1165,Laptop,Electronics,North,2,890.53,0.2,1424.85,Debit Card,Michael
ORD-10770,2026-03-28,CUST-1176,Monitor,Electronics,North,1,492.66,0.05,468.03,Bank Transfer,James
ORD-10968,2026-06-27,CUST-1058,Printer,Office Equipment,East,2,368.37,0.15,626.23,PayPal,Emma
ORD-10154,2026-04-12,CUST-1220,Laptop,Electronics,East,4,1236.22,0.0,4944.88,PayPal,David
ORD-10287,2026-04-21,CUST-1047,Webcam,Accessories,South,5,52.0,0.1,234.0,Credit Card,Sarah
ORD-10617,2026-03-07,CUST-1043,Laptop,Electronics,North,5,1084.01,0.1,4878.05,PayPal,James
ORD-10569,2026-06-02,CUST-1059,Laptop,Electronics,West,2,1348.21,0.15,2291.96,PayPal,Emma
ORD-10759,2026-04-11,CUST-1229,Keyboard,Accessories,South,1,71.72,0.0,71.72,Bank Transfer,Sarah
ORD-10017,2026-01-22,CUST-1187,Printer,Office Equipment,South,5,435.61,0.05,2069.15,PayPal,Michael
ORD-10127,2026-05-07,CUST-1029,Monitor,Electronics,West,5,293.92,0.05,1396.12,PayPal,Olivia
ORD-10322,2026-04-23,CUST-1221,monitor,Electronics,East,2,510.25,0.05,969.47,PayPal,Michael
ORD-10255,2026-07-30,CUST-1058,Mouse,Accessories,South,2,56.85,0.1,102.33,Credit Card,James
ORD-10688,2026-08-04,CUST-1106, Keyboard ,Accessories, North ,2,71.73,0.05,136.29,Credit Card,James
ORD-10984,2026-07-21,CUST-1070,Mouse,Accessories,North,1,27.87,0.1,25.08,Debit Card,Olivia
ORD-10190,2026-03-15,CUST-1091,Laptop,Electronics,North,3,1665.8,0.1,4497.66,Bank Transfer,David
ORD-10115,2026-06-13,CUST-1065,Printer,Office Equipment,East,1,239.36,0.15,203.46,Debit Card,Sarah
ORD-10631,2026-05-06,CUST-1121,Keyboard,Accessories,West,2,58.02,0.0,116.04,Credit Card,Daniel
ORD-10606,2026-06-12,CUST-1199,Webcam,Accessories,East,5,47.58,0.0,237.9,Debit Card,Olivia
ORD-10180,2026-01-10,CUST-1073,Printer,Office Equipment,West,2,393.63,0.15,669.17,Credit Card,Sarah
ORD-10301,2026-05-17,CUST-1129,Webcam,Accessories,North,3,116.11,0.2,278.66,Credit Card,Emma
ORD-10940,2026-02-23,CUST-1156,Tablet,Electronics,West,3,830.36,0.1,2241.97,Bank Transfer,Emma
ORD-10728,2026-08-03,CUST-1246,Mouse,Accessories,East,5,81.14,0.05,385.41,Credit Card,Sarah
ORD-10739,2026-07-11,CUST-1173,Tablet,Electronics,South,1,438.04,0.1,394.24,Credit Card,Emma
ORD-10973,2026-08-28,CUST-1053,Headphones,Accessories,South,3,141.24,0.1,,PayPal,Sarah
ORD-10787,2026-05-13,CUST-1072,Tablet,Electronics,South,4,767.28,0.1,2762.21,Credit Card,Emma
ORD-10517,2026-06-03,CUST-1036,Keyboard,Accessories,South,5,108.55,0.1,488.48,Bank Transfer,Sophia
ORD-10411,2026-07-18,CUST-1211,Tablet,Electronics,North,4,461.65,0.2,,Debit Card,Sophia
ORD-10045,2026-07-17,CUST-1071,Tablet,Electronics,East,4,684.89,0.2,2191.65,Credit Card,Sarah
ORD-10926,2026-05-26,CUST-1133,Mouse,Accessories,North,5,80.04,0.0,400.2,Debit Card,James
ORD-10157,2026-04-12,CUST-1222,Headphones,Accessories,South,2,199.16,0.1,358.49,Credit Card,Sarah
ORD-10760,2026-06-28,CUST-1037,Printer,Office Equipment,North,2,202.67,0.2,324.27,Bank Transfer,David
ORD-10171,2026-02-09,CUST-1019,Headphones,Accessories,North,1,218.89,0.2,175.11,Bank Transfer,Michael
ORD-10016,2026-01-29,CUST-1237,Tablet,Electronics,North,3,827.23,0.05,2357.61,Debit Card,Sarah
ORD-10511,2026-05-05,CUST-1202,Printer,Office Equipment,South,1,460.51,0.2,368.41,PayPal,Michael
ORD-10048,2026-01-12,CUST-1181,Webcam,Accessories,East,5,40.24,0.05,191.14,PayPal,Sarah
ORD-10991,2026-05-31,CUST-1005,Laptop,Electronics,West,2,1722.14,0.1,3099.85,PayPal,Emma
ORD-10857,2026-02-06,CUST-1066,Monitor,Electronics,East,2,325.31,0.15,553.03,Bank Transfer,David
ORD-10515,2026-08-17,CUST-1146,Keyboard,Accessories,West,3,46.15,0.05,131.53,Credit Card,Daniel
ORD-10911,2026-03-28,CUST-1060,Mouse,Accessories,South,3,48.03,0.2,115.27,PayPal,Emma
ORD-10480,2026-07-22,CUST-1146,Tablet,Electronics,South,3,343.73,0.2,824.95,Debit Card,Sarah
ORD-10283,2026-01-05,CUST-1246,mouse,Accessories,East,4,66.96,0.0,267.84,Debit Card,Emma
ORD-10734,2026-04-18,CUST-1001,Mouse,Accessories,East,5,35.35,0.0,176.75,Debit Card,Sophia
ORD-10669,2026-02-10,CUST-1070,Monitor,Electronics,North,5,206.1,0.2,824.4,Debit Card,Olivia
ORD-10225,2026-03-09,CUST-1247,Mouse,Accessories,South,5,77.71,0.15,330.27,PayPal,Michael
ORD-10026,2026-08-26,CUST-1192,Mouse,Accessories,South,4,33.3,0.15,113.22,PayPal,James
ORD-10798,2026-04-23,CUST-1172,MONITOR,Electronics,West,3,272.34,0.15,694.47,Debit Card,Emma
ORD-10437,2026-04-22,CUST-1227,Keyboard,Accessories,South,4,77.7,0.1,279.72,Debit Card,David
ORD-10969,2026-04-13,CUST-1047,Laptop,Electronics,North,1,1162.82,0.1,1046.54,Credit Card,Michael
ORD-10364,2026-04-26,CUST-1119,Tablet,Electronics,South,5,543.91,0.1,2447.59,PayPal,Daniel
ORD-10229,2026-04-28,CUST-1233,Tablet,Electronics,West,3,627.76,0.2,1506.62,Debit Card,Emma
ORD-10037,2026-02-22,CUST-1175,Headphones,Accessories,North,3,151.08,0.0,453.24,PayPal,Daniel
ORD-10985,2026-02-20,CUST-1172,Tablet,Electronics,South,3,450.01,0.05,1282.53,Bank Transfer,James
ORD-10374,2026-03-13,CUST-1098,Keyboard,Accessories,North,5,86.12,0.05,409.07,PayPal,Olivia
ORD-10469,2026-04-16,CUST-1154,Headphones,Accessories,South,5,218.61,0.1,983.75,Debit Card,Emma
ORD-10987,2026-08-10,CUST-1101,Mouse,Accessories,South,2,38.15,0.15,64.85,PayPal,Sophia
ORD-10867,2026-07-07,CUST-1187,Keyboard,Accessories,East,1,63.25,0.1,56.93,Credit Card,Sarah
ORD-10908,2026-02-24,CUST-1023,Headphones,Accessories,North,2,154.27,0.0,308.54,Bank Transfer,Emma
ORD-10741,2026-08-16,CUST-1111,Keyboard,Accessories,South,5,63.78,0.15,271.06,PayPal,Olivia
ORD-10194,2026-06-26,CUST-1113,Tablet,Electronics,West,3,568.28,0.2,1363.87,Bank Transfer,James
ORD-10934,2026-01-17,CUST-1123,LAPTOP,Electronics,East,2,1207.49,0.0,2414.98,Credit Card,Emma
ORD-10881,2026-06-08,CUST-1208,Tablet,Electronics,North,4,714.4,0.1,2571.84,Debit Card,Michael
ORD-10503,2026-08-06,CUST-1129,Laptop,Electronics,South,5,1612.64,0.15,6853.72,Credit Card,Daniel
ORD-10989,2026-04-26,CUST-1218,Laptop,Electronics, East ,5,1174.7,0.05,5579.82,Credit Card,Sophia
ORD-10847,2026-08-25,CUST-1142, Mouse ,Accessories,East,4,92.55,0.05,351.69,Debit Card,James
ORD-10579,2026-06-24,CUST-1246,Headphones,Accessories,North,2,237.24,0.0,474.48,Bank Transfer,Sophia
ORD-10988,2026-03-29,CUST-1202,Monitor,Electronics,West,2,325.23,0.15,552.89,Debit Card,Sophia
ORD-10162,2026-03-21,CUST-1118,Printer,Office Equipment,North,3,,0.1,440.53,Credit Card,David
ORD-10717,2026-04-22,CUST-1103,Monitor,Electronics,West,1,416.05,0.15,353.64,Credit Card,Olivia
ORD-10152,2026-01-02,CUST-1052,Headphones,Accessories,East,2,239.06,0.1,430.31,Bank Transfer,Sarah
ORD-10696,2026-07-24,CUST-1075,Headphones,Accessories,East,5,83.5,0.1,375.75,Credit Card,Sophia
ORD-10715,2026-01-19,CUST-1018,Headphones,Accessories,South,1,205.45,0.15,174.63,Credit Card,James
ORD-10928,2026-05-31,CUST-1011,Printer,Office Equipment,West,1,451.69,0.1,406.52,Debit Card,David
ORD-10111,2026-06-11,CUST-1175,Headphones,Accessories,North,1,249.49,0.15,212.07,Credit Card,Sophia
ORD-10226,2026-07-30,CUST-1174,Mouse,Accessories,North,1,22.53,0.05,21.4,PayPal,Olivia
ORD-10703,2026-02-12,CUST-1118,Webcam,Accessories,South,4,106.67,0.2,341.34,PayPal,David
ORD-10103,2026-05-01,CUST-1062,Printer,Office Equipment,South,4,342.94,0.05,1303.17,Credit Card,Daniel
ORD-10421,2026-03-06,CUST-1055,Printer,Office Equipment,West,5,255.75,0.2,1023.0,Credit Card,James
ORD-10419,2026-08-10,CUST-1199,laptop,Electronics,North,2,1274.1,0.05,2420.79,Debit Card,Daniel
ORD-10848,2026-04-13,CUST-1158,Webcam,Accessories,East,2,124.05,0.0,248.1,Debit Card,Sarah
ORD-10586,2026-05-19,CUST-1178,Printer,Office Equipment,,2,216.42,0.2,346.27,Bank Transfer,Sophia
ORD-10796,2026-08-07,CUST-1128,Mouse,Accessories,North,1,60.39,0.0,60.39,Debit Card,Emma
ORD-10672,2026-01-28,CUST-1098,Laptop,Electronics,West,4,886.12,0.05,3367.26,Bank Transfer,Daniel
ORD-10119,2026-06-05,CUST-1205,Tablet,Electronics,East,2,431.4,0.2,690.24,Debit Card,Sarah
ORD-10053,2026-07-29,CUST-1243,Mouse,Accessories,South,2,73.82,0.05,140.26,Credit Card,James
ORD-10151,2026-06-23,CUST-1173,Printer,Office Equipment,South,3,334.43,0.0,1003.29,PayPal,James
ORD-10403,2026-02-14,CUST-1242,Keyboard,Accessories,North,2,146.94,0.05,279.19,PayPal,Sarah
ORD-10963,2026-03-21,CUST-1149,Keyboard,Accessories,East,3,56.21,0.2,134.9,Bank Transfer,Olivia
ORD-10207,2026-03-24,CUST-1239,Mouse,Accessories,North,5,47.68,0.1,214.56,Bank Transfer,Emma
ORD-10658,2026-05-04,CUST-1039,Printer,Office Equipment,West,5,462.22,0.1,2079.99,PayPal,James
ORD-10883,2026-06-16,CUST-1061,Webcam,Accessories,North,5,157.89,0.05,749.98,Bank Transfer,Sophia
ORD-10778,2026-06-13,CUST-1234,Headphones,Accessories,South,5,132.9,0.15,564.82,Debit Card,Michael
ORD-10008,2026-02-28,CUST-1210,Laptop,Electronics,North,4,1605.05,0.1,5778.18,Debit Card,Olivia
ORD-10824,2026-06-19,CUST-1138,Tablet,Electronics,West,4,420.05,0.1,1512.18,Debit Card,James
ORD-10036,2026-03-09,CUST-1029,Monitor,Electronics,East,2,496.97,0.1,894.55,Debit Card,Olivia
ORD-10452,2026-02-16,CUST-1156,Webcam,Accessories,South,5,149.08,0.0,745.4,PayPal,Sophia
ORD-10651,2026-01-28,CUST-1146,Monitor,Electronics,West,5,393.47,0.1,1770.62,Bank Transfer,Daniel
ORD-10253,2026-04-07,CUST-1020,Keyboard,Accessories,South,3,111.89,0.0,335.67,PayPal,Michael
ORD-10303,2026-01-28,CUST-1002,Monitor,Electronics,South,5,303.5,0.2,1214.0,PayPal,Olivia
ORD-10762,2026-01-17,CUST-1005,Mouse,Accessories,West,5,86.8,0.1,390.6,Bank Transfer,Olivia
ORD-10571,2026-05-13,CUST-1195,Headphones,Accessories,West,5,106.94,0.1,481.23,Debit Card,Sarah
ORD-10623,2026-03-29,CUST-1229,Webcam,Accessories,South,1,131.97,0.15,112.17,PayPal,Emma
ORD-10858,2026-03-14,CUST-1231,Headphones,Accessories,East,3,172.59,0.2,414.22,PayPal,Michael
ORD-10758,2026-04-26,CUST-1158,Tablet,Electronics,West,1,779.94,0.05,740.94,Credit Card,Sarah
ORD-10262,2026-04-07,CUST-1047,Printer,Office Equipment,South,2,234.34,0.1,421.81,PayPal,James
ORD-10610,2026-04-12,CUST-1166,Mouse,Accessories,South,5,64.89,0.05,308.23,Credit Card,Daniel
ORD-10297,2026-05-28,CUST-1200,Mouse,Accessories,East,3,46.07,0.15,117.48,Credit Card,Emma
ORD-10414,2026-08-13,CUST-1213,Mouse,Accessories,West,2,86.96,0.0,173.92,Credit Card,Olivia
ORD-10150,2026-04-17,CUST-1069,Mouse,Accessories,West,1,80.4,0.1,72.36,Credit Card,Daniel
ORD-10861,2026-01-30,CUST-1229,Printer,Office Equipment,West,3,164.28,0.2,394.27,PayPal,Sophia
ORD-10640,2026-01-22,CUST-1134,Webcam,Accessories,South,5,141.76,0.2,567.04,PayPal,David
ORD-10906,2026-06-29,CUST-1103,Printer,Office Equipment,West,5,375.36,0.2,1501.44,Bank Transfer,David
ORD-10550,2026-04-26,CUST-1046,Keyboard,Accessories,East,2,147.72,0.0,295.44,Debit Card,David
ORD-10807,2026-02-01,CUST-1064,Printer,Office Equipment,North,2,324.05,0.0,648.1,Credit Card,Sarah
ORD-10488,2026-01-10,CUST-1022,Monitor,Electronics,North,3,221.71,0.2,532.1,Debit Card,Daniel
ORD-10710,2026-08-08,CUST-1154,Keyboard,Accessories,North,5,81.36,0.05,386.46,Debit Card,Daniel
ORD-10147,2026-01-18,CUST-1036,Laptop,Electronics,West,5,891.76,0.05,4235.86,PayPal,Sophia
